date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_elo_before,away_elo_before,elo_difference,home_advantage,result
1904-04-09,Scotland,England,0.0,1.0,British Home Championship,Glasgow,Scotland,False,1856.9757952007994,1884.4350752228952,-27.459280022095754,1,away_win
1904-05-01,Belgium,France,3.0,3.0,Évence Coppée Trophy,Brussels,Belgium,False,1821.5714475582347,1963.4783000067712,-141.90685244853648,1,draw
1904-06-02,Hungary,Austria,3.0,0.0,Friendly,Budapest,Hungary,False,1699.5338354188962,1747.1308440222995,-47.59700860340331,1,home_win
1904-10-09,Austria,Hungary,5.0,4.0,Friendly,Vienna,Austria,False,1741.4501212186492,1705.2145582225464,36.23556299610277,1,home_win
1905-02-12,France,Switzerland,1.0,0.0,Friendly,Paris,France,False,1959.6068206057369,1785.0474198971917,174.55940070854513,1,home_win
1905-02-25,England,Northern Ireland,1.0,1.0,British Home Championship,Middlesbrough,England,False,1893.6463751073507,1539.0757589905204,354.57061611683025,1,draw
1905-03-06,Wales,Scotland,3.0,1.0,British Home Championship,Wrexham,Wales,False,1562.4375612998283,1847.764495316344,-285.3269340165157,1,home_win
1905-03-18,Scotland,Northern Ireland,4.0,0.0,British Home Championship,Glasgow,Scotland,False,1831.0070698114157,1546.7766077006252,284.23046211079054,1,home_win
1905-03-27,England,Wales,3.0,1.0,British Home Championship,Liverpool,England,False,1885.9455263972459,1579.1949868047566,306.7505395924893,1,home_win
1905-04-01,England,Scotland,1.0,0.0,British Home Championship,London,England,False,1888.8668396212283,1834.2668291736704,54.600010447557906,1,home_win
1905-04-08,Northern Ireland,Wales,2.0,2.0,British Home Championship,Belfast,Ireland,False,1543.5168483383704,1576.2736735807741,-32.75682524240369,1,draw
1905-04-09,Hungary,Austria,0.0,0.0,Friendly,Budapest,Hungary,False,1700.7341473468712,1745.9305320943245,-45.196384747453294,1,draw
1905-04-17,Guernsey,Alderney,6.0,0.0,Muratti Vase,Guernsey,Guernsey,False,1678.7133233764891,1184.6883905786372,494.024932797852,1,home_win
1905-04-27,Jersey,Guernsey,0.0,1.0,Muratti Vase,Jersey,Jersey,False,1731.601550000523,1679.8133396215878,51.78821037893522,1,away_win
1905-04-30,Belgium,Netherlands,1.0,4.0,Friendly,Antwerp,Belgium,False,1825.442926959269,1894.5657671023018,-69.12284014303282,1,away_win
1905-05-07,Belgium,France,7.0,0.0,Friendly,Brussels,Belgium,False,1821.424764379511,1962.2867202602881,-140.86195588077703,1,home_win
1905-05-14,Netherlands,Belgium,4.0,0.0,Friendly,Rotterdam,Netherlands,False,1898.5839296820598,1828.3477057859307,70.2362238961291,1,home_win
1905-07-21,Guyana,Trinidad and Tobago,1.0,4.0,Friendly,Georgetown,British Guiana,False,1472.2616590948658,1528.9988126946555,-56.737153599789735,1,away_win
1905-08-15,Argentina,Uruguay,0.0,0.0,Copa Lipton,Buenos Aires,Argentina,False,1952.6191606013192,1792.6558840052526,159.96327659606663,1,draw
1906-02-17,Northern Ireland,England,0.0,5.0,British Home Championship,Belfast,Ireland,False,1544.45688187342,1897.3081354728047,-352.8512535993848,1,away_win
1906-03-03,Scotland,Wales,0.0,2.0,British Home Championship,Edinburgh,Scotland,False,1825.825533322094,1575.3336400457247,250.4918932763694,1,away_win
